Titik,X,Y,Latitude,Longitude
"19892","39","196","-8.312503","113.14584"
"19893","39","197","-8.312503","113.18751"
"19894","39","198","-8.312503","113.22917"
"19895","39","199","-8.312503","113.27084"
"19896","39","200","-8.312503","113.31251"
"20147","39","451","-8.312503","123.77084"
"20148","39","452","-8.312503","123.81251"
"20149","39","453","-8.312503","123.85418"
"20150","39","454","-8.312503","123.89584"
"20151","39","455","-8.312503","123.93751"
"20152","39","456","-8.312503","123.97918"
"20338","40","137","-8.35417","110.68751"
"20339","40","138","-8.35417","110.72917"
"20340","40","139","-8.35417","110.77084"
"20341","40","140","-8.35417","110.81251"
"20342","40","141","-8.35417","110.85417"
"20343","40","142","-8.35417","110.89584"
"20344","40","143","-8.35417","110.93751"
"20345","40","144","-8.35417","110.97917"
"20346","40","145","-8.35417","111.02084"
"20347","40","146","-8.35417","111.06251"
"20348","40","147","-8.35417","111.10417"
"20349","40","148","-8.35417","111.14584"
"20350","40","149","-8.35417","111.18751"
"20351","40","150","-8.35417","111.22917"
"20352","40","151","-8.35417","111.27084"
"20353","40","152","-8.35417","111.31251"
"20354","40","153","-8.35417","111.35417"
"20355","40","154","-8.35417","111.39584"
"20356","40","155","-8.35417","111.43751"
"20357","40","156","-8.35417","111.47917"
"20358","40","157","-8.35417","111.52084"
"20359","40","158","-8.35417","111.56251"
"20360","40","159","-8.35417","111.60417"
"20361","40","160","-8.35417","111.64584"
"20363","40","162","-8.35417","111.72917"
"20364","40","163","-8.35417","111.77084"
"20365","40","164","-8.35417","111.81251"
"20366","40","165","-8.35417","111.85417"
"20367","40","166","-8.35417","111.89584"
"20368","40","167","-8.35417","111.93751"
"20369","40","168","-8.35417","111.97917"
"20370","40","169","-8.35417","112.02084"
"20371","40","170","-8.35417","112.06251"
"20372","40","171","-8.35417","112.10417"
"20373","40","172","-8.35417","112.14584"
"20374","40","173","-8.35417","112.18751"
"20375","40","174","-8.35417","112.22917"
"20376","40","175","-8.35417","112.27084"
"20377","40","176","-8.35417","112.31251"
"20378","40","177","-8.35417","112.35417"
"20393","40","192","-8.35417","112.97917"
"20394","40","193","-8.35417","113.02084"
"20395","40","194","-8.35417","113.06251"
"20396","40","195","-8.35417","113.10417"
"20397","40","196","-8.35417","113.14584"
"20398","40","197","-8.35417","113.18751"
"20399","40","198","-8.35417","113.22917"
"20400","40","199","-8.35417","113.27084"
"20401","40","200","-8.35417","113.31251"
"20402","40","201","-8.35417","113.35417"
"20632","40","431","-8.35417","122.93751"
"20633","40","432","-8.35417","122.97918"
"20651","40","450","-8.35417","123.72918"
"20652","40","451","-8.35417","123.77084"
"20653","40","452","-8.35417","123.81251"
"20654","40","453","-8.35417","123.85418"
"20655","40","454","-8.35417","123.89584"
"20656","40","455","-8.35417","123.93751"
"20664","40","463","-8.35417","124.27084"
"20665","40","464","-8.35417","124.31251"
"20666","40","465","-8.35417","124.35418"
"20845","41","139","-8.395836","110.77084"
"20846","41","140","-8.395836","110.81251"
"20847","41","141","-8.395836","110.85417"
"20848","41","142","-8.395836","110.89584"
"20849","41","143","-8.395836","110.93751"
"20850","41","144","-8.395836","110.97917"
"20851","41","145","-8.395836","111.02084"
"20852","41","146","-8.395836","111.06251"
"20853","41","147","-8.395836","111.10417"
"20854","41","148","-8.395836","111.14584"
"20855","41","149","-8.395836","111.18751"
"20856","41","150","-8.395836","111.22917"
"20857","41","151","-8.395836","111.27084"
"20858","41","152","-8.395836","111.31251"
"20859","41","153","-8.395836","111.35417"
"20860","41","154","-8.395836","111.39584"
"20861","41","155","-8.395836","111.43751"
"20862","41","156","-8.395836","111.47917"
"20863","41","157","-8.395836","111.52084"
"20864","41","158","-8.395836","111.56251"
"20865","41","159","-8.395836","111.60417"
"20866","41","160","-8.395836","111.64584"
"20867","41","161","-8.395836","111.68751"
"20868","41","162","-8.395836","111.72917"
"20869","41","163","-8.395836","111.77084"
"20870","41","164","-8.395836","111.81251"
"20871","41","165","-8.395836","111.85417"
"20872","41","166","-8.395836","111.89584"
"20873","41","167","-8.395836","111.93751"
"20874","41","168","-8.395836","111.97917"
"20875","41","169","-8.395836","112.02084"
"20876","41","170","-8.395836","112.06251"
"20877","41","171","-8.395836","112.10417"
"20878","41","172","-8.395836","112.14584"
"20879","41","173","-8.395836","112.18751"
"20880","41","174","-8.395836","112.22917"
"20881","41","175","-8.395836","112.27084"
"20882","41","176","-8.395836","112.31251"
"20883","41","177","-8.395836","112.35417"
"20884","41","178","-8.395836","112.39584"
"20885","41","179","-8.395836","112.43751"
"20894","41","188","-8.395836","112.81251"
"20895","41","189","-8.395836","112.85417"
"20896","41","190","-8.395836","112.89584"
"20897","41","191","-8.395836","112.93751"
"20898","41","192","-8.395836","112.97917"
"20899","41","193","-8.395836","113.02084"
"20900","41","194","-8.395836","113.06251"
"20901","41","195","-8.395836","113.10417"
"20902","41","196","-8.395836","113.14584"
"20903","41","197","-8.395836","113.18751"
"20904","41","198","-8.395836","113.22917"
"20905","41","199","-8.395836","113.27084"
"20906","41","200","-8.395836","113.31251"
"20907","41","201","-8.395836","113.35417"
"20908","41","202","-8.395836","113.39584"
"20909","41","203","-8.395836","113.43751"
"21136","41","430","-8.395836","122.89584"
"21137","41","431","-8.395836","122.93751"
"21138","41","432","-8.395836","122.97918"
"21142","41","436","-8.395836","123.14584"
"21143","41","437","-8.395836","123.18751"
"21144","41","438","-8.395836","123.22918"
"21145","41","439","-8.395836","123.27084"
"21146","41","440","-8.395836","123.31251"
"21156","41","450","-8.395836","123.72918"
"21157","41","451","-8.395836","123.77084"
"21158","41","452","-8.395836","123.81251"
"21159","41","453","-8.395836","123.85418"
"21160","41","454","-8.395836","123.89584"
"21161","41","455","-8.395836","123.93751"
"21168","41","462","-8.395836","124.22918"
"21169","41","463","-8.395836","124.27084"
"21170","41","464","-8.395836","124.31251"
"21179","41","473","-8.395836","124.68751"
"21182","41","476","-8.395836","124.81251"
"21183","41","477","-8.395836","124.85418"
"21184","41","478","-8.395836","124.89584"
"21185","41","479","-8.395836","124.93751"
"21186","41","480","-8.395836","124.97918"
"21187","41","481","-8.395836","125.02084"
"21365","42","154","-8.437503","111.39584"
"21366","42","155","-8.437503","111.43751"
"21367","42","156","-8.437503","111.47917"
"21368","42","157","-8.437503","111.52084"
"21369","42","158","-8.437503","111.56251"
"21370","42","159","-8.437503","111.60417"
"21371","42","160","-8.437503","111.64584"
"21372","42","161","-8.437503","111.68751"
"21373","42","162","-8.437503","111.72917"
"21374","42","163","-8.437503","111.77084"
"21375","42","164","-8.437503","111.81251"
"21376","42","165","-8.437503","111.85417"
"21377","42","166","-8.437503","111.89584"
"21378","42","167","-8.437503","111.93751"
"21379","42","168","-8.437503","111.97917"
"21380","42","169","-8.437503","112.02084"
"21381","42","170","-8.437503","112.06251"
"21382","42","171","-8.437503","112.10417"
"21383","42","172","-8.437503","112.14584"
"21384","42","173","-8.437503","112.18751"
"21385","42","174","-8.437503","112.22917"
"21386","42","175","-8.437503","112.27084"
"21387","42","176","-8.437503","112.31251"
"21388","42","177","-8.437503","112.35417"
"21389","42","178","-8.437503","112.39584"
"21390","42","179","-8.437503","112.43751"
"21391","42","180","-8.437503","112.47917"
"21392","42","181","-8.437503","112.52084"
"21393","42","182","-8.437503","112.56251"
"21394","42","183","-8.437503","112.60417"
"21397","42","186","-8.437503","112.72917"
"21398","42","187","-8.437503","112.77084"
"21399","42","188","-8.437503","112.81251"
"21400","42","189","-8.437503","112.85417"
"21401","42","190","-8.437503","112.89584"
"21402","42","191","-8.437503","112.93751"
"21403","42","192","-8.437503","112.97917"
"21404","42","193","-8.437503","113.02084"
"21405","42","194","-8.437503","113.06251"
"21406","42","195","-8.437503","113.10417"
"21407","42","196","-8.437503","113.14584"
"21408","42","197","-8.437503","113.18751"
"21409","42","198","-8.437503","113.22917"
"21410","42","199","-8.437503","113.27084"
"21411","42","200","-8.437503","113.31251"
"21412","42","201","-8.437503","113.35417"
"21413","42","202","-8.437503","113.39584"
"21414","42","203","-8.437503","113.43751"
"21415","42","204","-8.437503","113.47917"
"21416","42","205","-8.437503","113.52084"
"21417","42","206","-8.437503","113.56251"
"21639","42","428","-8.437503","122.81251"
"21641","42","430","-8.437503","122.89584"
"21642","42","431","-8.437503","122.93751"
"21643","42","432","-8.437503","122.97918"
"21644","42","433","-8.437503","123.02084"
"21648","42","437","-8.437503","123.18751"
"21649","42","438","-8.437503","123.22918"
"21650","42","439","-8.437503","123.27084"
"21658","42","447","-8.437503","123.60418"
"21659","42","448","-8.437503","123.64584"
"21660","42","449","-8.437503","123.68751"
"21661","42","450","-8.437503","123.72918"
"21662","42","451","-8.437503","123.77084"
"21663","42","452","-8.437503","123.81251"
"21664","42","453","-8.437503","123.85418"
"21665","42","454","-8.437503","123.89584"
"21667","42","456","-8.437503","123.97918"
"21668","42","457","-8.437503","124.02084"
"21673","42","462","-8.437503","124.22918"
"21674","42","463","-8.437503","124.27084"
"21675","42","464","-8.437503","124.31251"
"21676","42","465","-8.437503","124.35418"
"21679","42","468","-8.437503","124.47918"
"21680","42","469","-8.437503","124.52084"
"21681","42","470","-8.437503","124.56251"
"21682","42","471","-8.437503","124.60418"
"21683","42","472","-8.437503","124.64584"
"21684","42","473","-8.437503","124.68751"
"21685","42","474","-8.437503","124.72918"
"21686","42","475","-8.437503","124.77084"
"21687","42","476","-8.437503","124.81251"
"21688","42","477","-8.437503","124.85418"
"21689","42","478","-8.437503","124.89584"
"21690","42","479","-8.437503","124.93751"
"21691","42","480","-8.437503","124.97918"
"21871","43","155","-8.47917","111.43751"
"21872","43","156","-8.47917","111.47917"
"21873","43","157","-8.47917","111.52084"
"21874","43","158","-8.47917","111.56251"
"21875","43","159","-8.47917","111.60417"
"21876","43","160","-8.47917","111.64584"
"21877","43","161","-8.47917","111.68751"
"21878","43","162","-8.47917","111.72917"
"21879","43","163","-8.47917","111.77084"
"21880","43","164","-8.47917","111.81251"
"21881","43","165","-8.47917","111.85417"
"21882","43","166","-8.47917","111.89584"
"21883","43","167","-8.47917","111.93751"
"21884","43","168","-8.47917","111.97917"
"21885","43","169","-8.47917","112.02084"
"21886","43","170","-8.47917","112.06251"
"21887","43","171","-8.47917","112.10417"
"21888","43","172","-8.47917","112.14584"
"21889","43","173","-8.47917","112.18751"
"21890","43","174","-8.47917","112.22917"
"21891","43","175","-8.47917","112.27084"
"21892","43","176","-8.47917","112.31251"
"21893","43","177","-8.47917","112.35417"
"21894","43","178","-8.47917","112.39584"
"21895","43","179","-8.47917","112.43751"
"21896","43","180","-8.47917","112.47917"
"21897","43","181","-8.47917","112.52084"
"21898","43","182","-8.47917","112.56251"
"21899","43","183","-8.47917","112.60417"
"21900","43","184","-8.47917","112.64584"
"21901","43","185","-8.47917","112.68751"
"21902","43","186","-8.47917","112.72917"
"21903","43","187","-8.47917","112.77084"
"21904","43","188","-8.47917","112.81251"
"21905","43","189","-8.47917","112.85417"
"21906","43","190","-8.47917","112.89584"
"21907","43","191","-8.47917","112.93751"
"21908","43","192","-8.47917","112.97917"
"21909","43","193","-8.47917","113.02084"
"21910","43","194","-8.47917","113.06251"
"21911","43","195","-8.47917","113.10417"
"21912","43","196","-8.47917","113.14584"
"21913","43","197","-8.47917","113.18751"
"21914","43","198","-8.47917","113.22917"
"21915","43","199","-8.47917","113.27084"
"21919","43","203","-8.47917","113.43751"
"21920","43","204","-8.47917","113.47917"
"21921","43","205","-8.47917","113.52084"
"21922","43","206","-8.47917","113.56251"
"21923","43","207","-8.47917","113.60417"
"21924","43","208","-8.47917","113.64584"
"22144","43","428","-8.47917","122.81251"
"22145","43","429","-8.47917","122.85418"
"22146","43","430","-8.47917","122.89584"
"22147","43","431","-8.47917","122.93751"
"22151","43","435","-8.47917","123.10418"
"22152","43","436","-8.47917","123.14584"
"22153","43","437","-8.47917","123.18751"
"22154","43","438","-8.47917","123.22918"
"22162","43","446","-8.47917","123.56251"
"22163","43","447","-8.47917","123.60418"
"22164","43","448","-8.47917","123.64584"
"22165","43","449","-8.47917","123.68751"
"22166","43","450","-8.47917","123.72918"
"22167","43","451","-8.47917","123.77084"
"22168","43","452","-8.47917","123.81251"
"22169","43","453","-8.47917","123.85418"
"22170","43","454","-8.47917","123.89584"
"22171","43","455","-8.47917","123.93751"
"22172","43","456","-8.47917","123.97918"
"22173","43","457","-8.47917","124.02084"
"22178","43","462","-8.47917","124.22918"
"22179","43","463","-8.47917","124.27084"
"22180","43","464","-8.47917","124.31251"
"22181","43","465","-8.47917","124.35418"
"22182","43","466","-8.47917","124.39584"
"22183","43","467","-8.47917","124.43751"
"22184","43","468","-8.47917","124.47918"
"22185","43","469","-8.47917","124.52084"
"22186","43","470","-8.47917","124.56251"
"22187","43","471","-8.47917","124.60418"
"22392","44","171","-8.520836","112.10417"
"22393","44","172","-8.520836","112.14584"
"22394","44","173","-8.520836","112.18751"
"22395","44","174","-8.520836","112.22917"
"22396","44","175","-8.520836","112.27084"
"22397","44","176","-8.520836","112.31251"
"22398","44","177","-8.520836","112.35417"
"22399","44","178","-8.520836","112.39584"
"22400","44","179","-8.520836","112.43751"
"22401","44","180","-8.520836","112.47917"
"22402","44","181","-8.520836","112.52084"
"22403","44","182","-8.520836","112.56251"
"22404","44","183","-8.520836","112.60417"
"22405","44","184","-8.520836","112.64584"
"22406","44","185","-8.520836","112.68751"
"22407","44","186","-8.520836","112.72917"
"22408","44","187","-8.520836","112.77084"
"22409","44","188","-8.520836","112.81251"
"22410","44","189","-8.520836","112.85417"
"22411","44","190","-8.520836","112.89584"
"22412","44","191","-8.520836","112.93751"
"22413","44","192","-8.520836","112.97917"
"22414","44","193","-8.520836","113.02084"
"22415","44","194","-8.520836","113.06251"
"22416","44","195","-8.520836","113.10417"
"22417","44","196","-8.520836","113.14584"
"22418","44","197","-8.520836","113.18751"
"22419","44","198","-8.520836","113.22917"
"22420","44","199","-8.520836","113.27084"
"22421","44","200","-8.520836","113.31251"
"22422","44","201","-8.520836","113.35417"
"22423","44","202","-8.520836","113.39584"
"22424","44","203","-8.520836","113.43751"
"22425","44","204","-8.520836","113.47917"
"22426","44","205","-8.520836","113.52084"
"22427","44","206","-8.520836","113.56251"
"22428","44","207","-8.520836","113.60417"
"22429","44","208","-8.520836","113.64584"
"22430","44","209","-8.520836","113.68751"
"22431","44","210","-8.520836","113.72917"
"22432","44","211","-8.520836","113.77084"
"22433","44","212","-8.520836","113.81251"
"22650","44","429","-8.520836","122.85418"
"22653","44","432","-8.520836","122.97918"
"22654","44","433","-8.520836","123.02084"
"22655","44","434","-8.520836","123.06251"
"22656","44","435","-8.520836","123.10418"
"22657","44","436","-8.520836","123.14584"
"22658","44","437","-8.520836","123.18751"
"22668","44","447","-8.520836","123.60418"
"22669","44","448","-8.520836","123.64584"
"22670","44","449","-8.520836","123.68751"
"22671","44","450","-8.520836","123.72918"
"22672","44","451","-8.520836","123.77084"
"22673","44","452","-8.520836","123.81251"
"22674","44","453","-8.520836","123.85418"
"22675","44","454","-8.520836","123.89584"
"22676","44","455","-8.520836","123.93751"
"22677","44","456","-8.520836","123.97918"
"22678","44","457","-8.520836","124.02084"
"22682","44","461","-8.520836","124.18751"
"22683","44","462","-8.520836","124.22918"
"22684","44","463","-8.520836","124.27084"
"22904","45","178","-8.562503","112.39584"
"22905","45","179","-8.562503","112.43751"
"22906","45","180","-8.562503","112.47917"
"22907","45","181","-8.562503","112.52084"
"22908","45","182","-8.562503","112.56251"
"22909","45","183","-8.562503","112.60417"
"22910","45","184","-8.562503","112.64584"
"22911","45","185","-8.562503","112.68751"
"22912","45","186","-8.562503","112.72917"
"22913","45","187","-8.562503","112.77084"
"22914","45","188","-8.562503","112.81251"
"22915","45","189","-8.562503","112.85417"
"22916","45","190","-8.562503","112.89584"
"22917","45","191","-8.562503","112.93751"
"22918","45","192","-8.562503","112.97917"
"22919","45","193","-8.562503","113.02084"
"22920","45","194","-8.562503","113.06251"
"22921","45","195","-8.562503","113.10417"
"22922","45","196","-8.562503","113.14584"
"22923","45","197","-8.562503","113.18751"
"22924","45","198","-8.562503","113.22917"
"22925","45","199","-8.562503","113.27084"
"22926","45","200","-8.562503","113.31251"
"22927","45","201","-8.562503","113.35417"
"22928","45","202","-8.562503","113.39584"
"22929","45","203","-8.562503","113.43751"
"22930","45","204","-8.562503","113.47917"
"22931","45","205","-8.562503","113.52084"
"22932","45","206","-8.562503","113.56251"
"22933","45","207","-8.562503","113.60417"
"22934","45","208","-8.562503","113.64584"
"22935","45","209","-8.562503","113.68751"
"22936","45","210","-8.562503","113.72917"
"22937","45","211","-8.562503","113.77084"
"22938","45","212","-8.562503","113.81251"
"22939","45","213","-8.562503","113.85417"
"23155","45","429","-8.562503","122.85418"
"23158","45","432","-8.562503","122.97918"
"23159","45","433","-8.562503","123.02084"
"23160","45","434","-8.562503","123.06251"
"23161","45","435","-8.562503","123.10418"
"23162","45","436","-8.562503","123.14584"
"23163","45","437","-8.562503","123.18751"
"23164","45","438","-8.562503","123.22918"
"23165","45","439","-8.562503","123.27084"
"23166","45","440","-8.562503","123.31251"
"23167","45","441","-8.562503","123.35418"
"23169","45","443","-8.562503","123.43751"
"23170","45","444","-8.562503","123.47918"
"23171","45","445","-8.562503","123.52084"
"23172","45","446","-8.562503","123.56251"
"23173","45","447","-8.562503","123.60418"
"23174","45","448","-8.562503","123.64584"
"23175","45","449","-8.562503","123.68751"
"23176","45","450","-8.562503","123.72918"
"23177","45","451","-8.562503","123.77084"
"23178","45","452","-8.562503","123.81251"
"23183","45","457","-8.562503","124.02084"
"23184","45","458","-8.562503","124.06251"
"23185","45","459","-8.562503","124.10418"
"23186","45","460","-8.562503","124.14584"
"23187","45","461","-8.562503","124.18751"
"23422","46","191","-8.60417","112.93751"
"23423","46","192","-8.60417","112.97917"
"23424","46","193","-8.60417","113.02084"
"23425","46","194","-8.60417","113.06251"
"23426","46","195","-8.60417","113.10417"
"23427","46","196","-8.60417","113.14584"
"23428","46","197","-8.60417","113.18751"
"23429","46","198","-8.60417","113.22917"
"23430","46","199","-8.60417","113.27084"
"23431","46","200","-8.60417","113.31251"
"23432","46","201","-8.60417","113.35417"
"23433","46","202","-8.60417","113.39584"
"23434","46","203","-8.60417","113.43751"
"23435","46","204","-8.60417","113.47917"
"23436","46","205","-8.60417","113.52084"
"23437","46","206","-8.60417","113.56251"
"23438","46","207","-8.60417","113.60417"
"23439","46","208","-8.60417","113.64584"
"23440","46","209","-8.60417","113.68751"
"23441","46","210","-8.60417","113.72917"
"23442","46","211","-8.60417","113.77084"
"23443","46","212","-8.60417","113.81251"
"23444","46","213","-8.60417","113.85417"
"23445","46","214","-8.60417","113.89584"
"23446","46","215","-8.60417","113.93751"
"23447","46","216","-8.60417","113.97917"
"23448","46","217","-8.60417","114.02084"
"23454","46","223","-8.60417","114.27084"
"23659","46","428","-8.60417","122.81251"
"23660","46","429","-8.60417","122.85418"
"23662","46","431","-8.60417","122.93751"
"23663","46","432","-8.60417","122.97918"
"23664","46","433","-8.60417","123.02084"
"23665","46","434","-8.60417","123.06251"
"23666","46","435","-8.60417","123.10418"
"23667","46","436","-8.60417","123.14584"
"23668","46","437","-8.60417","123.18751"
"23669","46","438","-8.60417","123.22918"
"23670","46","439","-8.60417","123.27084"
"23671","46","440","-8.60417","123.31251"
"23672","46","441","-8.60417","123.35418"
"23673","46","442","-8.60417","123.39584"
"23674","46","443","-8.60417","123.43751"
"23675","46","444","-8.60417","123.47918"
"23676","46","445","-8.60417","123.52084"
"23938","47","202","-8.645836","113.39584"
"23939","47","203","-8.645836","113.43751"
"23940","47","204","-8.645836","113.47917"
"23941","47","205","-8.645836","113.52084"
"23942","47","206","-8.645836","113.56251"
"23943","47","207","-8.645836","113.60417"
"23944","47","208","-8.645836","113.64584"
"23945","47","209","-8.645836","113.68751"
"23946","47","210","-8.645836","113.72917"
"23947","47","211","-8.645836","113.77084"
"23948","47","212","-8.645836","113.81251"
"23949","47","213","-8.645836","113.85417"
"23950","47","214","-8.645836","113.89584"
"23951","47","215","-8.645836","113.93751"
"23952","47","216","-8.645836","113.97917"
"23953","47","217","-8.645836","114.02084"
"23954","47","218","-8.645836","114.06251"
"23955","47","219","-8.645836","114.10417"
"23956","47","220","-8.645836","114.14584"
"23957","47","221","-8.645836","114.18751"
"23958","47","222","-8.645836","114.22917"
"23959","47","223","-8.645836","114.27084"
"23960","47","224","-8.645836","114.31251"
"24058","47","322","-8.645836","118.39584"
"24160","47","424","-8.645836","122.64584"
"24161","47","425","-8.645836","122.68751"
"24162","47","426","-8.645836","122.72918"
"24163","47","427","-8.645836","122.77084"
"24164","47","428","-8.645836","122.81251"
"24165","47","429","-8.645836","122.85418"
"24166","47","430","-8.645836","122.89584"
"24167","47","431","-8.645836","122.93751"
"24168","47","432","-8.645836","122.97918"
"24169","47","433","-8.645836","123.02084"
"24170","47","434","-8.645836","123.06251"
"24171","47","435","-8.645836","123.10418"
"24172","47","436","-8.645836","123.14584"
"24173","47","437","-8.645836","123.18751"
"24174","47","438","-8.645836","123.22918"
"24175","47","439","-8.645836","123.27084"
"24176","47","440","-8.645836","123.31251"
"24177","47","441","-8.645836","123.35418"
"24445","48","204","-8.687503","113.47917"
"24446","48","205","-8.687503","113.52084"
"24447","48","206","-8.687503","113.56251"
"24448","48","207","-8.687503","113.60417"
"24449","48","208","-8.687503","113.64584"
"24450","48","209","-8.687503","113.68751"
"24451","48","210","-8.687503","113.72917"
"24452","48","211","-8.687503","113.77084"
"24453","48","212","-8.687503","113.81251"
"24454","48","213","-8.687503","113.85417"
"24455","48","214","-8.687503","113.89584"
"24456","48","215","-8.687503","113.93751"
"24457","48","216","-8.687503","113.97917"
"24458","48","217","-8.687503","114.02084"
"24459","48","218","-8.687503","114.06251"
"24460","48","219","-8.687503","114.10417"
"24461","48","220","-8.687503","114.14584"
"24462","48","221","-8.687503","114.18751"
"24463","48","222","-8.687503","114.22917"
"24464","48","223","-8.687503","114.27084"
"24465","48","224","-8.687503","114.31251"
"24466","48","225","-8.687503","114.35417"
"24563","48","322","-8.687503","118.39584"
"24575","48","334","-8.687503","118.89584"
"24663","48","422","-8.687503","122.56251"
"24664","48","423","-8.687503","122.60418"
"24665","48","424","-8.687503","122.64584"
"24666","48","425","-8.687503","122.68751"
"24667","48","426","-8.687503","122.72918"
"24675","48","434","-8.687503","123.06251"
"24961","49","215","-8.72917","113.93751"
"24962","49","216","-8.72917","113.97917"
"24963","49","217","-8.72917","114.02084"
"24964","49","218","-8.72917","114.06251"
"24965","49","219","-8.72917","114.10417"
"24966","49","220","-8.72917","114.14584"
"24967","49","221","-8.72917","114.18751"
"24968","49","222","-8.72917","114.22917"
"24969","49","223","-8.72917","114.27084"
"24970","49","224","-8.72917","114.31251"
"24971","49","225","-8.72917","114.35417"
"24997","49","251","-8.72917","115.43751"
"25001","49","255","-8.72917","115.60417"
"25067","49","321","-8.72917","118.35417"
"25068","49","322","-8.72917","118.39584"
"25076","49","330","-8.72917","118.72918"
"25077","49","331","-8.72917","118.77084"
"25078","49","332","-8.72917","118.81251"
"25079","49","333","-8.72917","118.85418"
"25080","49","334","-8.72917","118.89584"
"25081","49","335","-8.72917","118.93751"
"25087","49","341","-8.72917","119.18751"
"25088","49","342","-8.72917","119.22918"
"25089","49","343","-8.72917","119.27084"
"25090","49","344","-8.72917","119.31251"
"25091","49","345","-8.72917","119.35418"
"25092","49","346","-8.72917","119.39584"
"25094","49","348","-8.72917","119.47918"
"25158","49","412","-8.72917","122.14584"
"25166","49","420","-8.72917","122.47918"
"25167","49","421","-8.72917","122.52084"
"25168","49","422","-8.72917","122.56251"
"25169","49","423","-8.72917","122.60418"
"25170","49","424","-8.72917","122.64584"
"25467","50","216","-8.770836","113.97917"
"25468","50","217","-8.770836","114.02084"
"25469","50","218","-8.770836","114.06251"
"25470","50","219","-8.770836","114.10417"
"25471","50","220","-8.770836","114.14584"
"25472","50","221","-8.770836","114.18751"
"25473","50","222","-8.770836","114.22917"
"25474","50","223","-8.770836","114.27084"
"25475","50","224","-8.770836","114.31251"
"25476","50","225","-8.770836","114.35417"
"25477","50","226","-8.770836","114.39584"
"25478","50","227","-8.770836","114.43751"
"25479","50","228","-8.770836","114.47917"
"25482","50","231","-8.770836","114.60417"
"25483","50","232","-8.770836","114.64584"
"25484","50","233","-8.770836","114.68751"
"25485","50","234","-8.770836","114.72917"
"25486","50","235","-8.770836","114.77084"
"25487","50","236","-8.770836","114.81251"
"25488","50","237","-8.770836","114.85417"
"25499","50","248","-8.770836","115.31251"
"25500","50","249","-8.770836","115.35417"
"25501","50","250","-8.770836","115.39584"
"25502","50","251","-8.770836","115.43751"
"25503","50","252","-8.770836","115.47917"
"25507","50","256","-8.770836","115.64584"
"25508","50","257","-8.770836","115.68751"
"25509","50","258","-8.770836","115.72917"
"25510","50","259","-8.770836","115.77084"
"25511","50","260","-8.770836","115.81251"
"25570","50","319","-8.770836","118.27084"
"25571","50","320","-8.770836","118.31251"
"25572","50","321","-8.770836","118.35417"
"25586","50","335","-8.770836","118.93751"
"25587","50","336","-8.770836","118.97918"
"25588","50","337","-8.770836","119.02084"
"25589","50","338","-8.770836","119.06251"
"25590","50","339","-8.770836","119.10418"
"25591","50","340","-8.770836","119.14584"
"25592","50","341","-8.770836","119.18751"
"25593","50","342","-8.770836","119.22918"
"25594","50","343","-8.770836","119.27084"
"25595","50","344","-8.770836","119.31251"
"25596","50","345","-8.770836","119.35418"
"25597","50","346","-8.770836","119.39584"
"25598","50","347","-8.770836","119.43751"
"25599","50","348","-8.770836","119.47918"
"25600","50","349","-8.770836","119.52084"
"25601","50","350","-8.770836","119.56251"
"25602","50","351","-8.770836","119.60418"
"25661","50","410","-8.770836","122.06251"
"25662","50","411","-8.770836","122.10418"
"25663","50","412","-8.770836","122.14584"
"25664","50","413","-8.770836","122.18751"
"25665","50","414","-8.770836","122.22918"
"25666","50","415","-8.770836","122.27084"
"25667","50","416","-8.770836","122.31251"
"25668","50","417","-8.770836","122.35418"
"25669","50","418","-8.770836","122.39584"
"25670","50","419","-8.770836","122.43751"
"25671","50","420","-8.770836","122.47918"
"25672","50","421","-8.770836","122.52084"
"25980","51","224","-8.812503","114.31251"
"25981","51","225","-8.812503","114.35417"
"25982","51","226","-8.812503","114.39584"
"25983","51","227","-8.812503","114.43751"
"25984","51","228","-8.812503","114.47917"
"25985","51","229","-8.812503","114.52084"
"25986","51","230","-8.812503","114.56251"
"25987","51","231","-8.812503","114.60417"
"25988","51","232","-8.812503","114.64584"
"25989","51","233","-8.812503","114.68751"
"25990","51","234","-8.812503","114.72917"
"25991","51","235","-8.812503","114.77084"
"25992","51","236","-8.812503","114.81251"
"25993","51","237","-8.812503","114.85417"
"25994","51","238","-8.812503","114.89584"
"25995","51","239","-8.812503","114.93751"
"25996","51","240","-8.812503","114.97917"
"25997","51","241","-8.812503","115.02084"
"25998","51","242","-8.812503","115.06251"
"26002","51","246","-8.812503","115.22917"
"26003","51","247","-8.812503","115.27084"
"26004","51","248","-8.812503","115.31251"
"26005","51","249","-8.812503","115.35417"
"26006","51","250","-8.812503","115.39584"
"26008","51","252","-8.812503","115.47917"
"26009","51","253","-8.812503","115.52084"
"26010","51","254","-8.812503","115.56251"
"26011","51","255","-8.812503","115.60417"
"26012","51","256","-8.812503","115.64584"
"26013","51","257","-8.812503","115.68751"
"26014","51","258","-8.812503","115.72917"
"26015","51","259","-8.812503","115.77084"
"26016","51","260","-8.812503","115.81251"
"26074","51","318","-8.812503","118.22917"
"26075","51","319","-8.812503","118.27084"
"26076","51","320","-8.812503","118.31251"
"26077","51","321","-8.812503","118.35417"
"26084","51","328","-8.812503","118.64584"
"26085","51","329","-8.812503","118.68751"
"26086","51","330","-8.812503","118.72918"
"26087","51","331","-8.812503","118.77084"
